City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lata,40.1629,-8.3327,41.07,12,61,1.7,PT,1692709143
364,san felipe,10.3399,-68.7425,27.06,74,100,2.61,VE,1692709466
365,pirane,-25.7324,-59.1088,30.32,38,0,5.93,AR,1692709467
366,ola,59.5833,151.2833,12.84,84,94,1.28,RU,1692709468
367,metropolis,37.1512,-88.732,28.1,95,0,2.06,US,1692709468
368,kawm umbu,24.4767,32.9463,44.53,10,0,3.29,EG,1692709468
369,calvinia,-31.4707,19.776,14.08,44,0,9.04,ZA,1692709469
370,port blair,11.6667,92.75,27.16,83,100,4.38,IN,1692709469
371,ambodifotatra,-16.9833,49.85,24.2,70,4,4.2,MG,1692709469
372,nuku'alofa,-21.1333,-175.2,21.08,61,45,7.34,TO,1692709262
373,amahai,-3.3333,128.9167,24.59,89,100,2.86,ID,1692709471
374,manicore,-5.8092,-61.3003,32.09,34,62,1.53,BR,1692709471
375,new norfolk,-42.7826,147.0587,7.06,95,12,1.6,AU,1692709472
376,bac kan,22.1333,105.8333,26.92,88,100,0.58,VN,1692709472
377,peruibe,-24.32,-46.9983,26.15,55,0,1.37,BR,1692709472
378,mamfe,5.754,9.3123,32.34,62,67,0.67,CM,1692709473
379,tafuna,-14.3358,-170.72,26.72,69,100,8.16,AS,1692709286
380,taltal,-25.4,-70.4833,19.82,56,0,2.42,CL,1692709474
381,babolsar,36.7025,52.6576,30.62,55,0,4.14,IR,1692709475
382,mossel bay,-34.1831,22.146,22.96,42,9,11.07,ZA,1692709180
383,dzhambeyty,50.2536,52.595,31.08,29,75,7.45,KZ,1692709476
384,toktogul,41.8708,72.9402,27.77,32,1,3.75,KG,1692709476
385,cockburn town,21.4612,-71.1419,28.55,76,13,8.12,TC,1692709301
386,kuta,-8.7233,115.1723,25.0,83,20,6.71,ID,1692709477
387,praia da vitoria,38.7333,-27.0667,24.31,63,22,4.76,PT,1692709228
388,batu pahat,1.8548,102.9325,26.18,80,74,3.51,MY,1692709478
389,cholpon-ata,42.6494,77.0823,21.03,64,67,1.88,KG,1692709478
390,kaa-khem,51.6833,94.7333,18.04,53,22,1.57,RU,1692709479
391,alofi,-19.0595,-169.9187,24.11,76,85,4.12,NU,1692709201
392,fortaleza,-3.7227,-38.5247,29.07,65,75,8.75,BR,1692709479
393,saint-gervais-les-bains,45.8929,6.7138,33.98,36,7,2.4,FR,1692709480
394,san matias,-16.3667,-58.4,34.28,26,10,3.8,BO,1692709480
395,volkhov,59.9258,32.3382,20.73,48,100,0.76,RU,1692709398
396,hadibu,12.65,54.0333,29.06,68,9,8.26,YE,1692709190
397,tolanaro,-25.0319,46.9987,24.36,75,3,8.2,MG,1692709288
398,guaira,-20.3183,-48.3106,28.64,34,0,4.32,BR,1692709482
399,howard springs,-12.497,131.047,25.46,85,8,1.23,AU,1692709167
400,meizhou,24.2977,116.1072,25.33,98,100,1.11,CN,1692709201
401,tangalle,6.024,80.7911,30.09,80,93,5.67,LK,1692709483
402,saint-philippe,-21.3585,55.7679,24.77,80,38,5.21,RE,1692709483
403,monrovia,6.3005,-10.7969,26.95,78,45,4.77,LR,1692709452
404,badger,64.8,-147.5333,11.95,91,100,2.57,US,1692709123
405,njombe,-9.3333,34.7667,25.65,25,5,4.37,TZ,1692709484
406,zheleznogorsk,52.331,35.3711,24.29,46,25,6.77,RU,1692709291
407,molina de segura,38.0546,-1.2076,38.86,34,0,4.47,ES,1692709485
408,kilcock,53.4022,-6.6708,19.62,81,75,6.17,IE,1692709486
409,shubarshi,48.5872,57.1869,28.75,30,86,2.77,KZ,1692709486
410,angaur state,6.906,134.13,27.9,78,72,5.63,PW,1692709486
411,silvan,38.1419,41.0081,39.16,9,0,3.88,TR,1692709487
412,cabedelo,-6.9811,-34.8339,28.37,69,34,5.64,BR,1692709487
413,watsa,3.0372,29.5355,30.47,40,89,2.37,CD,1692709488
414,dakoro,14.5106,6.765,35.81,31,25,2.19,NE,1692709488
415,uray,60.1247,64.7758,13.93,58,91,4.49,RU,1692709489
416,anna regina,7.2644,-58.5077,29.06,72,1,4.72,GY,1692709489
417,zhytkavichy,52.2168,27.8561,24.93,36,36,4.81,BY,1692709490
418,ust-nera,64.5667,143.2,6.22,98,100,2.6,RU,1692709175
419,kerema,-7.9631,145.7785,24.88,91,98,5.48,PG,1692709490
420,sao gabriel da cachoeira,-0.1303,-67.0892,29.19,62,90,1.0,BR,1692709491
421,fort st. john,56.2499,-120.8529,8.37,82,0,0.5,CA,1692709491
422,tionk essil,12.7856,-16.5217,22.85,93,100,0.51,SN,1692709492
423,gamba,-2.65,10.0,25.85,73,45,4.73,GA,1692709492
424,timbuktu,16.7735,-3.0074,38.05,27,12,3.38,ML,1692709492
425,hilo,19.7297,-155.09,25.16,98,58,0.45,US,1692709262
426,puerto deseado,-47.7503,-65.8938,4.83,81,100,7.81,AR,1692709493
427,manokwari,-0.8667,134.0833,26.39,79,100,1.32,ID,1692709494
428,concepcion,-36.827,-73.0498,8.89,100,100,2.06,CL,1692709494
429,minas de marcona,-15.2119,-75.1103,14.22,76,87,3.8,PE,1692709232
430,odacho-oda,35.1833,132.5,26.54,87,11,2.15,JP,1692709242
431,gassol,8.5333,10.4667,34.46,47,62,2.67,NG,1692709496
432,port saint john's,-31.6229,29.5448,23.11,56,0,7.29,ZA,1692709496
433,guiyang,26.5833,106.7167,21.98,92,100,0.74,CN,1692709497
434,elverum,60.8819,11.5623,20.51,54,62,2.27,NO,1692709498
435,santa marta,11.2408,-74.199,27.72,81,100,1.34,CO,1692709498
436,kirensk,57.7853,108.1119,13.76,94,56,0.79,RU,1692709254
437,homnabad,17.7667,77.1333,28.68,56,100,0.9,IN,1692709499
438,takoradi,4.8845,-1.7554,26.4,81,55,4.19,GH,1692709150
439,williams lake,52.1415,-122.1445,8.36,88,29,0.89,CA,1692709500
440,oranjemund,-28.55,16.4333,16.0,64,5,3.54,NA,1692709501
441,ete,7.05,7.45,27.55,77,98,2.02,NG,1692709502
442,vadso,70.0744,29.7487,10.49,76,75,2.06,NO,1692709127
443,masterton,-40.9597,175.6575,1.62,95,9,0.45,NZ,1692709434
444,papao,-17.75,-149.55,21.48,66,5,5.62,PF,1692709504
445,liwonde,-15.0506,35.2035,34.69,16,0,2.25,MW,1692709504
446,semey,50.4111,80.2275,30.12,26,0,4.0,KZ,1692709483
447,turkestan,43.3333,68.25,35.41,16,5,5.23,KZ,1692709505
448,sabya,17.1495,42.6254,34.17,45,91,8.53,SA,1692709506
449,pak chong,14.708,101.4161,26.06,81,100,1.97,TH,1692709365
450,toamasina,-18.1667,49.3833,24.39,64,0,2.71,MG,1692709506
451,nova xavantina,-14.6667,-52.35,33.86,27,89,2.5,BR,1692709507
452,hami,42.8,93.45,30.54,11,0,2.95,CN,1692709507
453,leninsk-kuznetsky,54.6567,86.1737,18.21,69,94,2.4,RU,1692709508
454,peace river,56.2501,-117.286,12.03,94,53,1.79,CA,1692709508
455,zvishavane,-20.3267,30.0665,34.39,9,0,2.08,ZW,1692709509
456,salaqi,40.5414,110.5108,21.5,36,93,4.28,CN,1692709510
457,coin,36.6595,-4.7564,29.11,43,7,4.45,ES,1692709510
458,tazovsky,67.4667,78.7,11.73,68,100,1.29,RU,1692709510
459,eureka,40.8021,-124.1637,14.26,94,75,1.22,US,1692709511
460,grand falls-windsor,48.9332,-55.6649,16.95,92,100,0.48,CA,1692709512
461,santiago de cao,-7.9589,-79.2392,22.07,78,100,3.09,PE,1692709512
462,nantucket,41.2835,-70.0995,20.08,74,100,7.2,US,1692709513
463,kavieng,-2.5744,150.7967,26.81,81,96,2.07,PG,1692709226
464,alaghsas,17.0187,8.0168,39.22,18,10,2.39,NE,1692709514
465,yangambi,0.8102,24.4336,36.68,32,31,0.86,CD,1692709514
466,moranbah,-22.0016,148.0466,16.37,73,0,4.14,AU,1692709440
467,quellon,-43.1167,-73.6167,5.28,85,84,3.6,CL,1692709197
468,kharp,66.8014,65.8081,12.48,76,84,4.63,RU,1692709515
469,bhuj,23.2667,69.6667,29.49,61,100,10.13,IN,1692709510
470,kurchatov,51.6601,35.6521,21.34,48,78,6.77,RU,1692709388
471,reggane,26.7158,0.1714,42.65,14,4,3.8,DZ,1692709516
472,khanpur,28.6453,70.6567,41.42,25,7,7.04,PK,1692709517
473,fort bragg,35.139,-79.006,26.01,75,100,1.79,US,1692709126
474,suzhou,31.3114,120.6181,24.59,94,98,2.4,CN,1692709442
475,arari,-3.4536,-44.78,29.34,58,100,2.44,BR,1692709518
476,mata-utu,-13.2816,-176.1745,27.54,76,8,9.46,WF,1692709519
477,labasa,-16.4167,179.3833,22.19,86,67,4.62,FJ,1692709519
478,el granada,37.5027,-122.4694,19.97,84,75,1.54,US,1692709519
479,malpica,43.3228,-8.8105,35.21,57,18,5.89,ES,1692709520
480,pali,25.7667,73.3333,32.46,57,100,5.43,IN,1692709520
481,coruripe,-10.1256,-36.1756,27.27,74,52,5.63,BR,1692709521
482,porto novo,6.4965,2.6036,28.9,62,78,4.62,BJ,1692709187
483,ierapetra,35.01,25.7353,28.77,58,0,2.82,GR,1692709522
484,conde,-7.2597,-34.9075,27.7,74,75,4.63,BR,1692709522
485,gannan,47.9147,123.5031,13.88,91,0,2.79,CN,1692709522
486,embi,48.8264,58.1442,27.59,32,77,10.2,KZ,1692709523
487,guelmim,28.987,-10.0574,39.06,21,55,4.42,MA,1692709524
488,zmeinogorsk,51.1567,82.195,22.83,59,100,2.46,RU,1692709524
489,cidreira,-30.1811,-50.2056,18.25,84,100,6.97,BR,1692709118
490,ust'-kut,56.7938,105.7672,13.37,89,71,0.88,RU,1692709525
491,argo,37.6333,22.7333,35.44,23,0,9.5,GR,1692709525
492,dankalwa,11.7443,12.1867,36.73,30,10,1.54,NG,1692709526
493,watampone,-4.5386,120.3279,24.32,83,13,4.33,ID,1692709526
494,santana,-0.0583,-51.1817,30.1,70,75,4.12,BR,1692709131
495,harstad,68.799,16.5293,14.66,97,100,1.79,NO,1692709189
496,motueka,-41.1333,173.0167,10.05,86,100,1.72,NZ,1692709527
497,chatham,51.3789,0.5279,25.7,50,3,1.79,GB,1692709528
498,chibougamau,49.9168,-74.3659,11.37,61,10,3.48,CA,1692709529
499,duba,27.3513,35.6901,33.76,57,0,2.98,SA,1692709332
500,razole,16.4833,81.8333,27.82,82,100,1.99,IN,1692709530
501,almeirim,-1.5233,-52.5817,30.16,61,96,3.13,BR,1692709531
502,bontang,0.1333,117.5,26.92,81,31,3.08,ID,1692709517
503,winterset,41.3308,-94.0138,25.32,92,9,3.1,US,1692709531
504,les cayes,18.2,-73.75,29.43,70,14,1.08,HT,1692709533
505,slave lake,55.2834,-114.769,10.84,95,87,2.05,CA,1692709533
506,san diego country estates,33.0067,-116.7836,18.19,92,20,0.89,US,1692709533
507,uzgen,40.7699,73.3007,29.16,12,28,3.74,KG,1692709534
508,zhicheng,30.2956,111.5047,27.18,77,0,1.92,CN,1692709535
509,muriti,-1.9833,32.9167,26.4,54,5,4.3,TZ,1692709535
510,mount pearl,47.5166,-52.7813,17.96,96,100,5.14,CA,1692709255
511,fernie,49.5,-115.0687,15.25,94,100,0.63,CA,1692709536
512,lesnoy,57.6198,63.0784,17.41,38,55,3.1,RU,1692709396
513,susanville,40.4163,-120.653,12.67,94,100,1.21,US,1692709536
514,bel ombre,-4.6167,55.4167,26.13,74,10,5.57,SC,1692709537
515,csenger,47.8358,22.681,33.02,27,2,3.67,HU,1692709537
516,el limon,10.3059,-67.6321,24.62,78,100,1.78,VE,1692709538
517,roosevelt,33.9668,-103.4505,19.93,60,92,2.7,US,1692709538
518,jwaneng,-24.6004,24.7303,31.11,5,0,4.35,BW,1692709539
519,olovyannaya,50.95,115.5667,14.44,76,100,1.32,RU,1692709539
520,ashland,40.8167,-82.2665,20.15,97,99,4.35,US,1692709503
521,dubrovnik,42.6481,18.0922,33.8,33,0,5.14,HR,1692709538
522,mpika,-11.8343,31.4529,29.48,17,0,4.96,ZM,1692709541
523,vilyuchinsk,52.9306,158.4028,16.15,79,100,3.52,RU,1692709175
524,nabire,-3.3667,135.4833,25.22,89,100,0.99,ID,1692709541
525,laminusa,5.5549,120.9136,28.55,72,89,2.29,PH,1692709542
526,ghadamis,30.1337,9.5007,34.3,23,0,4.74,LY,1692709542
527,camabatela,-8.1881,15.375,32.0,26,23,3.94,AO,1692709543
528,plymouth,41.8334,-70.8328,20.61,73,20,7.72,US,1692709543
529,jimo,36.3897,120.4622,22.9,71,2,2.35,CN,1692709543
530,holualoa,19.6228,-155.9522,23.91,88,100,2.57,US,1692709544
531,luganville,-15.5333,167.1667,23.93,87,100,6.37,VU,1692709544
532,kingston,17.997,-76.7936,31.8,73,20,1.03,JM,1692709152
533,bull savanna,17.8868,-77.5902,27.44,69,9,2.02,JM,1692709545
534,birao,10.2849,22.7882,32.69,52,36,1.64,CF,1692709545
535,banda aceh,5.5577,95.3222,27.5,81,91,4.69,ID,1692709546
536,san andres,12.5847,-81.7006,28.3,81,100,7.01,CO,1692709252
537,mukalla,14.5425,49.1242,34.09,55,4,5.17,YE,1692709546
538,ankang,32.68,109.0172,25.4,51,5,1.26,CN,1692709547
539,abu dhabi,24.4667,54.3667,34.09,66,0,7.85,AE,1692709306
540,okha,53.5739,142.9478,15.84,96,100,1.68,RU,1692709127
541,chimoio,-19.1164,33.4833,33.87,9,0,3.43,MZ,1692709549
542,marathon,44.9,-89.7668,18.43,79,100,5.66,US,1692709549
543,taybad,34.74,60.7756,32.99,16,0,9.29,IR,1692709550
544,sirte,31.2089,16.5887,29.1,59,0,4.89,LY,1692709551
545,igarka,67.4667,86.5833,13.99,82,69,3.09,RU,1692709177
546,mount gambier,-37.8333,140.7667,7.29,81,58,2.51,AU,1692709178
547,acarau,-2.8856,-40.12,29.76,58,97,9.14,BR,1692709553
548,sisimiut,66.9395,-53.6735,12.53,72,100,1.57,GL,1692709553
